10/10/2025;PICHINCHA;QUITO;170155;CALDERÓN (CARAPUNGO);Seguridad Ciudadana;Violencia contra la mujer o miembros del núcleo familiar psicológica;1;69;1; ;253;3;1;1;2;2;60;2;3
11/10/2025;BOLIVAR;GUARANDA;020150;GUARANDA Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;1;1;1;130;3;2
24/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Tenencia ilícita de sustancias sujetas a fiscalización;;;;;;;1;1;1;1;280;2;2
18/10/2025;GUAYAS;ISIDRO AYORA;092850;ISIDRO AYORA;Seguridad Ciudadana;Libadores;;;;;;;;;;;;;
9/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;1;1;1;280;2;2
31/10/2025;LOJA;LOJA;110150;LOJA Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;1;54;1; ;135;3;1;3;3;3;80;2;3
21/10/2025;GUAYAS;NARANJAL;091150;NARANJAL;Seguridad Ciudadana;Ficha de datos información;;;;;;;;;;;;;
15/10/2025;CARCHI;TULCAN;040150;TULCÁN Y CAPITAL PROVINCIAL;Tránsito y Movilidad;Estrellamiento sin heridos;;;;;;;1;3;3;2;30;2;2
15/10/2025;PICHINCHA;QUITO;170150;QUITO DISTRITO METROPOLITANO;Seguridad Ciudadana;Escándalo en espacio privado;1;45;1; ;524;5;1;1;1;1;220;2;3
4/10/2025;NAPO;TENA;150150;TENA Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Abandono de persona;1;48;1; ;119;3;1;3;1;2;250;1;3
22/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;1;1;1;280;2;2
29/10/2025;GUAYAS;MILAGRO;091050;MILAGRO;Servicio Militar;Apoyo otras instituciones del estado;;;;;;;1;1;2;2;60;2;3
14/10/2025;PICHINCHA;QUITO;170156;CONOCOTO;Seguridad Ciudadana;Escándalo;2;53;1; ;1040;5;1;2;1;1;300;2;2
21/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Tránsito y Movilidad;Accidente de tránsito sin heridos;;;;;;;1;1;1;1;280;2;2
26/10/2025;GUAYAS;MILAGRO;091050;MILAGRO;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;1;2;2;60;2;3
13/10/2025;CARCHI;ESPEJO;040350;EL ÁNGEL;Gestión Sanitaria;Transporte secundario;;;;;;;;;;;;;
25/10/2025;EL ORO;PASAJE;070952;CASACAY;Servicio Militar;Revisión de personas y/o vehículos;;;;;;;;;;;;;
25/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Tránsito y Movilidad;Accidente de tránsito con heridos;;;;;;;1;1;1;1;280;2;2
23/10/2025;COTOPAXI;LA MANA;050250;LA MANÁ;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;3;2;2;120;2;2
15/10/2025;PICHINCHA;QUITO;170150;QUITO DISTRITO METROPOLITANO;Seguridad Ciudadana;Agresiones a personas;1;45;1; ;524;5;1;1;1;1;220;2;3
10/10/2025;TUNGURAHUA;AMBATO;180152;ATAHUALPA (CHISALATA);Seguridad Ciudadana;Escándalo por inquilinato;2;90;1; ;390;3;1;1;2;1;120;2;2
31/10/2025;LOJA;SARAGURO;111150;SARAGURO;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;;;;;;;
7/10/2025;AZUAY;CUENCA;010150;CUENCA Y CAPITAL PROVINCIAL.;Servicios Municipales;Libadores - GAD;;;;;;;1;3;1;2;100;2;2
10/10/2025;PICHINCHA;QUITO;170150;QUITO DISTRITO METROPOLITANO;Servicio Militar;Apoyo otras instituciones del estado;1;45;1; ;524;5;1;1;1;1;220;2;3
2/10/2025;PICHINCHA;QUITO;170150;QUITO DISTRITO METROPOLITANO;Seguridad Ciudadana;Presencia policial;1;45;1; ;524;5;1;1;1;1;220;2;3
25/10/2025;SUCUMBIOS;LAGO AGRIO;210150;NUEVA LOJA Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Resguardo a personas que traslada valores a nivel local;1;41;1; ;7000;5;1;1;1;1;140;2;3
4/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Consumo de sustancias sujetas a fiscalización;;;;;;;1;1;1;1;280;2;2
11/10/2025;BOLIVAR;GUARANDA;020150;GUARANDA Y CAPITAL PROVINCIAL;Gestión de Siniestros;Lavar calzada;;;;;;;1;1;1;1;130;3;2
8/10/2025;TUNGURAHUA;AMBATO;180150;AMBATO Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Libadores;2;49;1; ;300;5;1;1;1;1;250;2;2
28/10/2025;PICHINCHA;QUITO;170185;YARUQUÍ;Seguridad Ciudadana;Extraviado;1;50;1; ;643;5;1;1;1;1;350;2;2
23/10/2025;COTOPAXI;LATACUNGA;050150;LATACUNGA Y CAPITAL PROVINCIAL;Gestión Sanitaria;Heridas / Lesiones múltiples;;;;;;;1;1;1;1;500;3;1
24/10/2025;PICHINCHA;QUITO;170150;QUITO DISTRITO METROPOLITANO;Seguridad Ciudadana;Libadores;1;45;1; ;524;5;1;1;1;1;220;2;3
7/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Libadores;;;;;;;1;1;1;1;280;2;2
27/10/2025;ZAMORA CHINCHIPE;CHINCHIPE;190250;ZUMBA;Servicio Militar;Control gasolina - diésel;1;35;1; ;228;3;1;1;2;2;200;2;3
26/10/2025;TUNGURAHUA;AMBATO;180155;HUACHI GRANDE;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;1;26;1; ;66;4;1;1;1;1;100;2;2
16/10/2025;GUAYAS;DURAN;090750;ELOY ALFARO (DURÁN);Seguridad Ciudadana;Ficha de datos información;;;;;;;1;1;1;1;100;2;3
24/10/2025;LOJA;LOJA;110150;LOJA Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Fiestas en vivienda;1;54;1; ;135;3;1;3;3;3;80;2;3
21/10/2025;BOLIVAR;CALUMA;020650;CALUMA;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;1;1;1;150;2;3
25/10/2025;TUNGURAHUA;AMBATO;180150;AMBATO Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Robo;2;49;1; ;300;5;1;1;1;1;250;2;2
17/10/2025;PICHINCHA;QUITO;170155;CALDERÓN (CARAPUNGO);Seguridad Ciudadana;Presencia policial;1;69;1; ;253;3;1;1;2;2;60;2;3
29/10/2025;CAÑAR;CAÑAR;030350;CAÑAR;Gestión Sanitaria;Heridas / Lesiones múltiples;;;;;;;1;1;3;3;150;2;2
9/10/2025;COTOPAXI;SALCEDO;050555;PANSALEO;Seguridad Ciudadana;Ficha de datos operativo;;;;;;;;;;;;;
24/10/2025;PICHINCHA;QUITO;170150;QUITO DISTRITO METROPOLITANO;Gestión Sanitaria;Transporte secundario;1;45;1; ;524;5;1;1;1;1;220;2;3
23/10/2025;MORONA SANTIAGO;MORONA;140150;MACAS Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Desaparecido;1;84;1; ;160;3;1;1;2;2;150;2;2
7/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Tránsito y Movilidad;Servicios;;;;;;;1;1;1;1;280;2;2
12/10/2025;IMBABURA;IBARRA;100150;SAN MIGUEL DE IBARRA Y CAPITAL*;Seguridad Ciudadana;Escándalo;2;43;1; ;670;3;1;1;1;1;200;2;2
12/10/2025;TUNGURAHUA;AMBATO;180155;HUACHI GRANDE;Seguridad Ciudadana;Libadores;1;26;1; ;66;4;1;1;1;1;100;2;2
14/10/2025;GUAYAS;MILAGRO;091050;MILAGRO;Gestión de Siniestros;Incendios;;;;;;;1;1;2;2;60;2;3
20/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;1;1;1;280;2;2
23/10/2025;CARCHI;TULCAN;040150;TULCÁN Y CAPITAL PROVINCIAL;Gestión Sanitaria;Mal estado general;;;;;;;1;3;3;2;30;2;2
17/10/2025;TUNGURAHUA;AMBATO;180150;AMBATO Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Ficha de datos;2;49;1; ;300;5;1;1;1;1;250;2;2
24/10/2025;AZUAY;CUENCA;010150;CUENCA Y CAPITAL PROVINCIAL.;Seguridad Ciudadana;Escándalo en espacio privado;;;;;;;1;3;1;2;100;2;2
16/10/2025;CARCHI;TULCAN;040150;TULCÁN Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Libadores;;;;;;;1;3;3;2;30;2;2
31/10/2025;SANTA ELENA;SANTA ELENA;240150;SANTA ELENA Y CAPITAL PROVINCI*;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;1;54;1; ;262;5;1;1;1;1;200;2;3
22/10/2025;TUNGURAHUA;AMBATO;180166;TOTORAS;Tránsito y Movilidad;Denuncias / campañas;2;49;1; ;238;3;1;1;2;2;80;3;2
24/10/2025;EL ORO;EL GUABO;070651;BARBONES (SUCRE);Gestión de Siniestros;Animales;;;;;;;;;;;;;
9/10/2025;LOS RIOS;BABAHOYO;120150;BABAHOYO Y CAPITAL PROVINCIAL;Gestión Sanitaria;Mal estado general;1;88;1; ;954;3;1;1;1;1;200;2;2
13/10/2025;PICHINCHA;QUITO;170155;CALDERÓN (CARAPUNGO);Seguridad Ciudadana;Escándalo en espacio público;1;69;1; ;253;3;1;1;2;2;60;2;3
2/10/2025;PICHINCHA;QUITO;170150;QUITO DISTRITO METROPOLITANO;Tránsito y Movilidad;Otros;1;45;1; ;524;5;1;1;1;1;220;2;3
29/10/2025;AZUAY;CUENCA;010150;CUENCA Y CAPITAL PROVINCIAL.;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;3;1;2;100;2;2
4/10/2025;EL ORO;MACHALA;070150;MACHALA Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;1;2;2;100;3;2
23/10/2025;CHIMBORAZO;RIOBAMBA;060150;RIOBAMBA Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;1;1;2;180;2;2
23/10/2025;SUCUMBIOS;CUYABENO;210750;TARAPOA;Seguridad Ciudadana;Ficha de datos operativo;1;57;1; ;380;3;1;3;2;2;80;2;3
24/10/2025;EL ORO;MACHALA;070150;MACHALA Y CAPITAL PROVINCIAL;Gestión Sanitaria;Mal estado general;;;;;;;1;1;2;2;100;3;2
19/10/2025;ESMERALDAS;ESMERALDAS;080150;ESMERALDAS Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;;;;;;;1;3;1;1;50;3;2
3/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Libadores;;;;;;;1;1;1;1;280;2;2
31/10/2025;ZAMORA CHINCHIPE;ZAMORA;190155;SABANILLA;Seguridad Ciudadana;Abigeato;;;;;;;;;;;;;
16/10/2025;EL ORO;SANTA ROSA;071250;SANTA ROSA;Tránsito y Movilidad;Accidente de tránsito sin heridos;;;;;;;1;1;2;1;150;2;3
7/10/2025;PICHINCHA;QUITO;170150;QUITO DISTRITO METROPOLITANO;Seguridad Ciudadana;Traslado de valores;1;45;1; ;524;5;1;1;1;1;220;2;3
3/10/2025;PICHINCHA;QUITO;170150;QUITO DISTRITO METROPOLITANO;Seguridad Ciudadana;Escándalo;1;45;1; ;524;5;1;1;1;1;220;2;3
4/10/2025;TUNGURAHUA;AMBATO;180150;AMBATO Y CAPITAL PROVINCIAL;Seguridad Ciudadana;Patrullaje policial en el sector solicitado;2;49;1; ;300;5;1;1;1;1;250;2;2
2/10/2025;GUAYAS;GUAYAQUIL;090150;GUAYAQUIL Y CAPITAL PROVINCIAL;Gestión Sanitaria;Mal estado general;;;;;;;1;1;1;1;280;2;2
